,name,price,region,power,volume,transmission,wheel_drive
1274,  Ford Kuga 2021  ,    30 553 $    ,Хмельницький ,182.0,1.5,Автомат,Передній
1275,  Hyundai Venue 2021  ,    23 584 $    ,Івано-Франківськ ,123.0,1.6,Автомат,Передній
1276,  Opel Mokka 2022  ,    25 132 $    ,Черкаси ,130.0,1.2,Автомат,Передній
1277,  Ford Kuga 2021  ,    27 236 $    ,Івано-Франківськ ,182.0,1.5,Автомат,Передній
1278,  Nissan Juke 2021  ,    22 494 $    ,Кропивницький (Кіровоград) ,114.0,1.0,Роботизована,Передній
1279,  Nissan Juke 2021  ,    22 317 $    ,Київ ,114.0,1.0,Роботизована,Передній
1280,  Nissan Juke 2021  ,    20 679 $    ,Хмельницький ,114.0,1.0,Роботизована,Передній
1281,  Volkswagen T-Roc 2021  ,    27 236 $    ,Житомир ,150.0,1.5,Автомат,Передній
1282,  Nissan Qashqai 2022  ,    33 148 $    ,Київ ,150.0,1.3,Варіатор,Повний
1283,  Citroen C-Elysee 2022  ,    15 542 $    ,Вінниця ,115.0,1.6,Механічна,Передній
1284,  Nissan X-Trail 2021  ,    24 224 $    ,Одеса ,144.0,2.0,Варіатор,Передній
1285,  Peugeot Partner груз. 2022  ,    20 118 $    ,Вінниця ,90.0,1.6,Механічна,Передній
1286,  Citroen C-Elysee 2021  ,    17 470 $    ,Львів ,115.0,1.6,Автомат,Передній
1287,  Ford Kuga 2021  ,    35 320 $    ,Хмельницький ,182.0,1.5,Автомат,Повний
1288,  Nissan Leaf 2021  ,    27 546 $    ,Одеса ,150.0,,,Передній
1289,  Toyota Camry 2021  ,    33 093 $    ,Одеса ,218.0,2.5,Варіатор,Передній
1290,  Nissan Juke 2021  ,    23 358 $    ,Одеса ,114.0,1.0,Роботизована,Передній
1291,  Mazda CX-30 2021  ,    26 927 $    ,Дніпро (Дніпропетровськ) ,150.0,2.0,Автомат,Передній
1292,  Nissan X-Trail 2021  ,    26 966 $    ,Хмельницький ,130.0,1.6,Варіатор,Передній
1293,  Volkswagen T-Cross 2021  ,    23 179 $    ,Хмельницький ,115.0,1.0,Автомат,Передній
1294,  Chevrolet Cobalt 2021  ,    11 188 $    ,Черкаси ,106.0,1.5,Механічна,Передній
1295,  Nissan Juke 2021  ,    20 855 $    ,Кропивницький (Кіровоград) ,114.0,1.0,Роботизована,Передній
1296,  Ford Kuga 2021  ,    33 206 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Повний
1297,  Chery Tiggo 2 2021  ,    11 130 $    ,Хмельницький ,106.0,1.5,Механічна,Передній
1298,  Nissan Qashqai 2022  ,    31 328 $    ,Хмельницький ,150.0,1.3,Варіатор,Передній
1299,  Volkswagen T-Cross 2021  ,    24 070 $    ,Житомир ,115.0,1.0,Автомат,Передній
1300,  Ford Kuga 2021  ,    30 875 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Повний
1301,  Renault Captur 2021  ,    24 165 $    ,Кропивницький (Кіровоград) ,155.0,1.3,Роботизована,Передній
1302,  Audi Q8 2022  ,    93 498 $    ,Дніпро (Дніпропетровськ) ,286.0,,Тіптронік,Повний
1303,  Mazda CX-5 2021  ,    26 927 $    ,Дніпро (Дніпропетровськ) ,150.0,2.0,Автомат,Передній
1304,  Peugeot 2008 2022  ,    29 808 $    ,Черкаси ,155.0,1.2,Автомат,Передній
1305,  Volvo XC60 2022  ,    63 405 $    ,Вінниця ,197.0,2.0,Автомат,Повний
1306,  Suzuki Ignis 2021  ,    17 112 $    ,Дніпро (Дніпропетровськ) ,83.0,1.2,Варіатор,Передній
1307,  Audi Q7 2021  ,    92 119 $    ,Дніпро (Дніпропетровськ) ,286.0,3.0,Автомат,Повний
1308,  Mitsubishi Outlander 2021  ,    32 000 $    ,Чернівці ,167.0,2.4,Варіатор,Повний
1309,  Volkswagen Tiguan 2021  ,    49 458 $    ,Житомир ,150.0,2.0,Автомат,Повний
1310,  Honda Civic 2021  ,    21 662 $    ,Одеса ,125.0,1.6,Варіатор,Передній
1311,  Nissan Juke 2021  ,    20 180 $    ,Черкаси ,114.0,1.0,Механічна,Передній
1312,  MG HS 2021  ,    21 369 $    ,Миколаїв ,169.0,1.5,Автомат,Передній
1313,  Audi Q8 2022  ,    87 970 $    ,Дніпро (Дніпропетровськ) ,286.0,,Тіптронік,Повний
1314,  MG HS 2021  ,    23 014 $    ,Полтава ,169.0,1.5,Автомат,Передній
1315,  Nissan Juke 2021  ,    20 679 $    ,Київ ,114.0,1.0,Роботизована,Передній
1316,  Citroen Space Tourer 2021  ,    43 160 $    ,Львів ,150.0,2.0,Автомат,Передній
1317,  Mitsubishi Eclipse Cross 2021  ,    32 000 $    ,Чернівці ,150.0,1.5,Варіатор,Повний
1318,  Porsche Cayenne Coupe 2021  ,    137 131 $    ,Одеса ,340.0,3.0,Тіптронік,Повний
1319,  Citroen Berlingo пасс. 2022  ,    21 594 $    ,Черкаси ,92.0,1.6,Механічна,
1320,  Renault Megane 2021  ,    23 244 $    ,Черкаси ,115.0,1.5,Механічна,Передній
1321,  Renault Captur 2021  ,    24 536 $    ,Кропивницький (Кіровоград) ,155.0,1.3,Роботизована,Передній
1322,  Renault Express Van 2021  ,    16 797 $    ,Черкаси ,95.0,1.5,Механічна,Передній
1323,  Toyota Land Cruiser 300 2021  ,    90 143 $    ,Полтава ,415.0,3.5,Автомат,Повний
1324,  Toyota Camry 2021  ,    35 673 $    ,Івано-Франківськ ,207.0,2.5,Автомат,Передній
1325,  Nissan Qashqai 2022  ,    28 816 $    ,Одеса ,150.0,1.3,Варіатор,Передній
1326,  Haval Jolion 2021  ,    28 835 $    ,Івано-Франківськ ,143.0,1.5,Автомат,Повний
1327,  Volkswagen T-Roc 2021  ,    26 955 $    ,Івано-Франківськ ,150.0,1.5,Автомат,Передній
1328,  Peugeot Partner груз. 2022  ,    21 975 $    ,Вінниця ,100.0,1.5,Механічна,Передній
1329,  Volkswagen T-Roc 2021  ,    29 641 $    ,Івано-Франківськ ,150.0,1.5,Автомат,Передній
1330,  Citroen C3 2021  ,    20 703 $    ,Київ ,110.0,1.2,Автомат,Передній
1331,  Infiniti QX50 2021  ,    54 500 $    ,Хмельницький ,249.0,2.0,Варіатор,Повний
1332,  Citroen C-Elysee 2021  ,    14 478 $    ,Київ ,115.0,1.6,Механічна,Передній
1333,  Peugeot 208 2021  ,    20 737 $    ,Вінниця ,130.0,1.2,Автомат,Передній
1334,  Fiat Tipo 2021  ,    18 261 $    ,Полтава ,110.0,1.6,Автомат,Передній
1335,  Nissan Leaf 2021  ,    29 248 $    ,Одеса ,150.0,,,Передній
1336,  Fiat Tipo 2021  ,    23 488 $    ,Полтава ,110.0,1.6,Автомат,Передній
1337,  Infiniti QX80 2022  ,    72 000 $    ,Хмельницький ,405.0,5.6,Автомат,Повний
1338,  Toyota Land Cruiser 300 2021  ,    91 860 $    ,Кременчук ,415.0,3.5,Автомат,Повний
1339,  Toyota Land Cruiser 300 2021  ,    79 902 $    ,Одеса ,299.0,3.3,Автомат,Повний
1340,  Volkswagen Touareg 2021  ,    83 287 $    ,Івано-Франківськ ,286.0,3.0,Автомат,Повний
1341,  Ford Transit Courier 2021  ,    14 516 $    ,Івано-Франківськ ,100.0,1.0,Механічна,Передній
1342,  Toyota Yaris Cross 2021  ,    28 471 $    ,Полтава ,116.0,1.5,Варіатор,Передній
1343,  Ford Kuga 2021  ,    30 919 $    ,Івано-Франківськ ,182.0,1.5,Автомат,Передній
1344,  Suzuki Vitara 2021  ,    19 619 $    ,Запоріжжя ,117.0,1.6,Автомат,Передній
1345,  Mercedes-Benz S-Class 2021  ,    162 506 $    ,Ужгород ,367.0,,Автомат,Повний
1346,  Chery Tiggo 2 2021  ,    11 130 $    ,Київ ,106.0,1.5,Механічна,Передній
1347,  Toyota C-HR 2022  ,    28 686 $    ,Одеса ,122.0,1.8,Варіатор,Передній
1348,  Mercedes-Benz GLE-Class 2021  ,    94 681 $    ,Ужгород ,272.0,,Автомат,Повний
1349,  Mazda CX-5 2021  ,    34 311 $    ,Дніпро (Дніпропетровськ) ,194.0,2.5,Автомат,Повний
1350,  Haval Jolion 2021  ,    26 493 $    ,Луцьк ,143.0,1.5,Автомат,Повний
1351,  Chery Tiggo 4 2021  ,    14 776 $    ,Київ ,116.0,1.5,Механічна,Передній
1352,  Mazda CX-3 2021  ,    21 984 $    ,Дніпро (Дніпропетровськ) ,121.0,2.0,Автомат,Передній
1353,  Jetour X70 2021  ,    17 654 $    ,Київ ,147.0,1.5,Механічна,Передній
1354,  MG ZS 2021  ,    17 424 $    ,Миколаїв ,114.0,1.5,Варіатор,Передній
1355,  Renault Express 2021  ,    18 304 $    ,Черкаси ,95.0,1.5,Механічна,Передній
1356,  Porsche Macan 2022  ,    72 951 $    ,Одеса ,265.0,2.0,Автомат,Повний
1357,  Suzuki SX4 2021  ,    18 258 $    ,Запоріжжя ,117.0,1.6,Механічна,Повний
1358,  Suzuki Ignis 2021  ,    17 112 $    ,Запоріжжя ,83.0,1.2,Варіатор,Передній
1359,  Nissan X-Trail 2021  ,    34 249 $    ,Кропивницький (Кіровоград) ,171.0,2.5,Варіатор,Повний
1360,  MG HS 2021  ,    27 033 $    ,Миколаїв ,228.0,2.0,Автомат,Повний
1361,  Ford Kuga 2020  ,    30 088 $    ,Полтава ,120.0,1.5,Автомат,Передній
1362,  Porsche Cayenne 2021  ,    155 139 $    ,Одеса ,460.0,4.0,Автомат,Повний
1363,  Citroen C-Elysee 2021  ,    13 451 $    ,Черкаси ,115.0,1.6,Механічна,Передній
1364,  Citroen C3 2021  ,    18 663 $    ,Черкаси ,110.0,1.2,Автомат,Передній
1365,  Hyundai Venue 2021  ,    23 584 $    ,Запоріжжя ,123.0,1.6,Автомат,Передній
1366,  Mitsubishi ASX 2021  ,    26 400 $    ,Чернівці ,150.0,2.0,Варіатор,Повний
1367,  Peugeot 3008 2021  ,    54 796 $    ,Львів ,,1.6,Автомат,Повний
1368,  Honda Civic 2021  ,    21 662 $    ,Одеса ,125.0,1.6,Варіатор,Передній
1369,  Infiniti QX50 2021  ,    53 600 $    ,Хмельницький ,249.0,2.0,Варіатор,Повний
1370,  Ford Kuga 2021  ,    30 408 $    ,Хмельницький ,182.0,1.5,Автомат,Передній
1371,  Ford Kuga 2021  ,    31 901 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Передній
1372,  Volvo XC40 Recharge 2021  ,    55 042 $    ,Вінниця ,408.0,,,Повний
1373,  Hyundai Elantra 2021  ,    26 045 $    ,Запоріжжя ,127.0,1.6,Автомат,Передній
1374,  Ford Kuga 2021  ,    30 553 $    ,Хмельницький ,182.0,1.5,Автомат,Передній
1375,  Hyundai Venue 2021  ,    23 584 $    ,Івано-Франківськ ,123.0,1.6,Автомат,Передній
1376,  Opel Mokka 2022  ,    25 132 $    ,Черкаси ,130.0,1.2,Автомат,Передній
1377,  Ford Kuga 2021  ,    27 236 $    ,Івано-Франківськ ,182.0,1.5,Автомат,Передній
1378,  Nissan Juke 2021  ,    22 494 $    ,Кропивницький (Кіровоград) ,114.0,1.0,Роботизована,Передній
1379,  Nissan Juke 2021  ,    22 317 $    ,Київ ,114.0,1.0,Роботизована,Передній
1380,  Nissan Juke 2021  ,    20 679 $    ,Хмельницький ,114.0,1.0,Роботизована,Передній
1381,  Volkswagen T-Roc 2021  ,    27 236 $    ,Житомир ,150.0,1.5,Автомат,Передній
1382,  Nissan Qashqai 2022  ,    33 148 $    ,Київ ,150.0,1.3,Варіатор,Повний
1383,  Citroen C-Elysee 2022  ,    15 542 $    ,Вінниця ,115.0,1.6,Механічна,Передній
1384,  Nissan X-Trail 2021  ,    24 224 $    ,Одеса ,144.0,2.0,Варіатор,Передній
1385,  Peugeot Partner груз. 2022  ,    20 118 $    ,Вінниця ,90.0,1.6,Механічна,Передній
1386,  Citroen C-Elysee 2021  ,    17 470 $    ,Львів ,115.0,1.6,Автомат,Передній
1387,  Ford Kuga 2021  ,    35 320 $    ,Хмельницький ,182.0,1.5,Автомат,Повний
1388,  Nissan Leaf 2021  ,    27 546 $    ,Одеса ,150.0,,,Передній
1389,  Toyota Camry 2021  ,    33 093 $    ,Одеса ,218.0,2.5,Варіатор,Передній
1390,  Nissan Juke 2021  ,    23 358 $    ,Одеса ,114.0,1.0,Роботизована,Передній
1391,  Mazda CX-30 2021  ,    26 927 $    ,Дніпро (Дніпропетровськ) ,150.0,2.0,Автомат,Передній
1392,  Nissan X-Trail 2021  ,    26 966 $    ,Хмельницький ,130.0,1.6,Варіатор,Передній
1393,  Volkswagen T-Cross 2021  ,    23 179 $    ,Хмельницький ,115.0,1.0,Автомат,Передній
1394,  Chevrolet Cobalt 2021  ,    11 188 $    ,Черкаси ,106.0,1.5,Механічна,Передній
1395,  Nissan Juke 2021  ,    20 855 $    ,Кропивницький (Кіровоград) ,114.0,1.0,Роботизована,Передній
1396,  Ford Kuga 2021  ,    33 206 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Повний
1397,  Chery Tiggo 2 2021  ,    11 130 $    ,Хмельницький ,106.0,1.5,Механічна,Передній
1398,  Nissan Qashqai 2022  ,    31 328 $    ,Хмельницький ,150.0,1.3,Варіатор,Передній
1399,  Volkswagen T-Cross 2021  ,    24 070 $    ,Житомир ,115.0,1.0,Автомат,Передній
1400,  Ford Kuga 2021  ,    30 875 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Повний
1401,  Renault Captur 2021  ,    24 165 $    ,Кропивницький (Кіровоград) ,155.0,1.3,Роботизована,Передній
1402,  Audi Q8 2022  ,    93 498 $    ,Дніпро (Дніпропетровськ) ,286.0,,Тіптронік,Повний
1403,  Mazda CX-5 2021  ,    26 927 $    ,Дніпро (Дніпропетровськ) ,150.0,2.0,Автомат,Передній
1404,  Peugeot 2008 2022  ,    29 808 $    ,Черкаси ,155.0,1.2,Автомат,Передній
1405,  Volvo XC60 2022  ,    63 405 $    ,Вінниця ,197.0,2.0,Автомат,Повний
1406,  Suzuki Ignis 2021  ,    17 112 $    ,Дніпро (Дніпропетровськ) ,83.0,1.2,Варіатор,Передній
1407,  Audi Q7 2021  ,    92 119 $    ,Дніпро (Дніпропетровськ) ,286.0,3.0,Автомат,Повний
1408,  Mitsubishi Outlander 2021  ,    32 000 $    ,Чернівці ,167.0,2.4,Варіатор,Повний
1409,  Volkswagen Tiguan 2021  ,    49 458 $    ,Житомир ,150.0,2.0,Автомат,Повний
1410,  Honda Civic 2021  ,    21 662 $    ,Одеса ,125.0,1.6,Варіатор,Передній
1411,  Nissan Juke 2021  ,    20 180 $    ,Черкаси ,114.0,1.0,Механічна,Передній
1412,  MG HS 2021  ,    21 369 $    ,Миколаїв ,169.0,1.5,Автомат,Передній
1413,  Audi Q8 2022  ,    87 970 $    ,Дніпро (Дніпропетровськ) ,286.0,,Тіптронік,Повний
1414,  MG HS 2021  ,    23 014 $    ,Полтава ,169.0,1.5,Автомат,Передній
1415,  Nissan Juke 2021  ,    20 679 $    ,Київ ,114.0,1.0,Роботизована,Передній
1416,  Citroen Space Tourer 2021  ,    43 160 $    ,Львів ,150.0,2.0,Автомат,Передній
1417,  Mitsubishi Eclipse Cross 2021  ,    32 000 $    ,Чернівці ,150.0,1.5,Варіатор,Повний
1418,  Porsche Cayenne Coupe 2021  ,    137 131 $    ,Одеса ,340.0,3.0,Тіптронік,Повний
